174,0,0,77,F#
255,0,0,56,G
255,10,0,57,A
255,239,0,58,Bb
153,255,0,59,B
40,255,0,60,C
0,255,242,61,C#
0,122,255,62,D
5,0,255,63,D#
71,0,237,64,E
99,0,178,65,F
